date,symbol,open,high,low,close,Volume.USD,Volume.BTC
2017-01-10,BTC/USD,902.01,918,895.48,909.51,8766481.46,9652.63
2017-01-11,BTC/USD,908.89,923.66,760,786.44,36951421.76,44820.92
2017-01-12,BTC/USD,748.34,831.18,740.2,814.8,19261550.83,24502.69
2017-01-13,BTC/USD,814.8,832.39,775.61,825.89,18592012.31,23023.94
2017-01-14,BTC/USD,833.37,838.54,800.03,816.63,7861314.23,9547.12
2017-01-15,BTC/USD,820.02,822.98,805.03,821.15,3598559.21,4417.07
2017-01-16,BTC/USD,820.3,837.89,813.94,829.47,5024260.93,6079.14
2017-01-17,BTC/USD,830.98,910.8,828,904.1,19180739.03,21795.91
2017-01-18,BTC/USD,906.4,913.85,847.23,876.5,14598995.22,16596.61
2017-01-19,BTC/USD,892.49,910.03,883.55,899.97,10162566.97,11342.3
2017-01-20,BTC/USD,901.7,904.85,883.06,893.51,6875233.15,7669.49
2017-01-21,BTC/USD,894.47,931.01,893.89,924.28,8961827.67,9754.04
2017-01-22,BTC/USD,925.7,939.8,892,917.12,13624445.01,14843.05
2017-01-23,BTC/USD,924.07,928.82,910.01,919,7056920.61,7671.57
2017-01-24,BTC/USD,894.29,927.34,887.5,892.11,12551703.45,13892.71
2017-01-25,BTC/USD,887.66,899.61,884.2,893.19,7768262.04,8709.61
2017-01-26,BTC/USD,898.21,917.64,893.49,915.98,6059441.02,6675.93
2017-01-27,BTC/USD,916.01,922.16,905.05,916.37,6929366.59,7567.15
2017-01-28,BTC/USD,916.37,923.99,915.01,919.14,2795500.51,3040.76
2017-01-29,BTC/USD,919.53,922.99,910.72,912.99,2066392.58,2252.86
2017-01-30,BTC/USD,911.01,920.87,910.01,919.11,2451141.67,2671.63
2017-01-31,BTC/USD,917.3,969.4,916.93,968.42,13686424.05,14406.69
2017-02-01,BTC/USD,966.19,985,960.1,984.01,9123887.74,9400.31
2017-02-02,BTC/USD,985.97,1010.5,970.1,1006.5,13574833.24,13657.81
2017-02-03,BTC/USD,1005.7,1020.5,986.11,1013,14909121.69,14772.11
2017-02-04,BTC/USD,1018.8,1040,1001.6,1031.8,10996257.41,10742.86
2017-02-05,BTC/USD,1030.1,1033,995.1,1010,9839573.86,9699.74
2017-02-06,BTC/USD,1007.5,1026.3,1007.5,1023,7179731.27,7042.02
2017-02-07,BTC/USD,1022.3,1055,1021.7,1053.6,11266504.53,10798.44
2017-02-08,BTC/USD,1056.4,1068.2,1007.1,1055,18758915.89,17941.52
2017-02-09,BTC/USD,1053.4,1078,936.34,980,42679181.37,42868.34
2017-02-10,BTC/USD,988,1002,949.36,994.79,17500537.07,17979.64
2017-02-11,BTC/USD,993.5,1009,984.01,1002.8,7455668.53,7451.37
2017-02-12,BTC/USD,1000.5,1005.4,992.33,996.01,3472392.39,3480.13
2017-02-13,BTC/USD,996.46,1004.7,974.22,995.69,7264029.42,7339.07
2017-02-14,BTC/USD,996.83,1019,988.6,1013.1,9550601.55,9476.04
2017-02-15,BTC/USD,1013.8,1018.2,1002.3,1013.9,4080423.01,4036.46
2017-02-16,BTC/USD,1013.9,1045.8,1013.9,1038.5,8988965.55,8707.86
2017-02-17,BTC/USD,1038.5,1067.4,1033.2,1056.2,11691304.5,11115.68
2017-02-18,BTC/USD,1056.2,1071.1,1053.1,1059.8,5858277.52,5505.34
2017-02-19,BTC/USD,1059.8,1066,1045,1056.2,5030002.75,4765.98
2017-02-20,BTC/USD,1056.2,1110,1040.1,1091.2,8176376.26,7640.54
2017-02-21,BTC/USD,1091.2,1134,1085,1129.6,20601253.56,18565.39
2017-02-22,BTC/USD,1129.6,1140,1106.4,1125.5,11026375.97,9807.18
2017-02-23,BTC/USD,1125.5,1197,1116.5,1189.8,22159225.71,19114.57
2017-02-24,BTC/USD,1189.8,1222.4,1110,1185.4,38169142.89,32348.11
2017-02-25,BTC/USD,1185.4,1189.9,1131.3,1153,14486484.76,12540.19
2017-02-26,BTC/USD,1153,1186.1,1130.7,1178.3,9938097.01,8531.3
2017-02-27,BTC/USD,1178.3,1204,1170,1195.5,10391542.37,8751.5
2017-02-28,BTC/USD,1195.5,1216,1176.6,1189.1,16251499.88,13608.74
2017-03-01,BTC/USD,1189.1,1236.4,1186,1233.2,20165589.45,16589.62
2017-03-02,BTC/USD,1233.2,1285.9,1212,1258,26536494.73,21274.82
2017-03-03,BTC/USD,1258,1294.9,1256.2,1289.2,20748814.46,16223.73
2017-03-04,BTC/USD,1289.2,1291.9,1240,1267.8,14131545.81,11156.61
2017-03-05,BTC/USD,1267.8,1279.9,1245,1278.4,8495853.37,6711.15
2017-03-06,BTC/USD,1278.4,1287.8,1268,1279.2,10069995.03,7875.3
2017-03-07,BTC/USD,1279.2,1282,1185,1232.4,35444302.78,28634.69
2017-03-08,BTC/USD,1232.4,1243.6,1142.2,1150,41164704.13,34649.53
2017-03-09,BTC/USD,1150,1207.6,1136,1190.4,22985798.25,19542.81
2017-03-10,BTC/USD,1190.4,1338.7,958.5,1115.4,66675093.83,56612.42
2017-03-11,BTC/USD,1115.4,1196.6,1101.2,1172.4,27539084.24,23699.4
2017-03-12,BTC/USD,1172.4,1232.7,1166.8,1224.4,16371340.63,13629.31
2017-03-13,BTC/USD,1224.4,1247.3,1206.7,1238.5,21246366.91,17282.94
2017-03-14,BTC/USD,1238.5,1258.8,1218.9,1245,16837507.4,13549.92
2017-03-15,BTC/USD,1245,1263.9,1241,1256.1,17720357.95,14153.19
2017-03-16,BTC/USD,1256.1,1259.7,1132.5,1168.6,61493975.27,51338.7
2017-03-17,BTC/USD,1168.6,1169.8,1065,1070.4,66236411.01,59061.2
2017-03-18,BTC/USD,1070.4,1097.9,935.11,971.5,87475913.86,87255.4
2017-03-19,BTC/USD,971.5,1059,969.4,1016.5,40991432.89,40435.31
2017-03-20,BTC/USD,1016.5,1054.2,1011,1040.5,21212069.7,20484.88
2017-03-21,BTC/USD,1040.5,1122.3,1039,1115.9,36344220.97,33381.35
2017-03-22,BTC/USD,1115.9,1116,985.55,1039.1,42990868.14,41239.79
2017-03-23,BTC/USD,1039.1,1055,1018,1032.7,20037335.53,19283.92
2017-03-24,BTC/USD,1032.7,1034.6,928,942.13,42338719.65,43350.36
2017-03-25,BTC/USD,942.13,981,888.2,972.17,42792746.73,45924.28
2017-03-26,BTC/USD,972.17,1006,950.1,968.9,32316600.16,33195.11
2017-03-27,BTC/USD,968.9,1046.9,960.1,1042.7,32244772.04,31886.1
2017-03-28,BTC/USD,1042.7,1068.9,1016.2,1044.7,26313485.18,25220.46
2017-03-29,BTC/USD,1044.7,1059,1008.5,1041.8,23084270.85,22301.89
2017-03-30,BTC/USD,1041.8,1053.5,1021.2,1041.2,25605061.88,24746.81
2017-03-31,BTC/USD,1041.2,1089.4,1035,1081.5,29174843.35,27459.61
2017-04-01,BTC/USD,1081.5,1106.9,1070,1093.5,18440048.86,16953.81
2017-04-02,BTC/USD,1093.5,1118.2,1080.9,1107.5,22435521.05,20369.3
2017-04-03,BTC/USD,1107.5,1159.9,1107.5,1150.1,34513229.49,30302.45
2017-04-04,BTC/USD,1150.1,1165.6,1124,1145.8,24188739.21,21145.77
2017-04-05,BTC/USD,1145.8,1146.7,1111.2,1140.4,25406760.05,22510.11
2017-04-06,BTC/USD,1140.4,1206.4,1140.3,1191.5,37339324.84,31794.65
2017-04-07,BTC/USD,1191.5,1209,1176.7,1196.6,24400444.04,20433.2
2017-04-08,BTC/USD,1196.6,1202.9,1171,1188.1,13067156.74,10989.02
2017-04-09,BTC/USD,1188.1,1226.9,1179.4,1215.9,19667411.36,16309.01
2017-04-10,BTC/USD,1215.9,1229.9,1208,1220.3,14035299.26,11517.74
2017-04-11,BTC/USD,1220.3,1244.7,1209.1,1235.6,11720426.44,9545.31
2017-04-12,BTC/USD,1235.6,1244.3,1221,1227.4,14759175.55,11999.5
2017-04-13,BTC/USD,1227.4,1235.3,1163.3,1187,22817952.66,19110.96
2017-04-14,BTC/USD,1187,1219.2,1184,1206.8,14810285.97,12297.2
2017-04-15,BTC/USD,1206.8,1215,1190,1193.3,11015585.81,9138.41
2017-04-16,BTC/USD,1193.3,1217.6,1190.1,1212,5433654.57,4499.8
2017-04-17,BTC/USD,1212,1247,1202,1240,18622067.58,15141.77
2017-04-18,BTC/USD,1240,1274.8,1237,1265.4,20275874.84,16097.61
2017-04-19,BTC/USD,1265.4,1272,1254.3,1260.5,9579217.64,7583.27
2017-04-20,BTC/USD,1260.5,1326.9,1259.9,1308.5,19984616.58,15456.63
2017-04-21,BTC/USD,1308.5,1333.1,1307,1327.1,10505552.47,7956.95
2017-04-22,BTC/USD,1327.1,1354.9,1290,1346.4,16346753,12356.73
2017-04-23,BTC/USD,1346.4,1359,1336,1355.2,10409002.74,7736.11
2017-04-24,BTC/USD,1355.2,1359.6,1325,1345,10609092.33,7911.37
2017-04-25,BTC/USD,1345,1378.5,1342.1,1371.1,11238296.76,8266.18
2017-04-26,BTC/USD,1371.1,1411.7,1362.3,1400,16251969.47,11690.18
2017-04-27,BTC/USD,1400,1449.7,1392.5,1440.3,14759655.17,10387.16
2017-04-28,BTC/USD,1440.3,1447,1366,1415.6,19644622.65,13986.09
2017-04-29,BTC/USD,1415.6,1439.5,1400.1,1423.6,12431449.26,8763.05
2017-04-30,BTC/USD,1423.6,1443.7,1400.1,1435,12101098.5,8510.98
2017-05-01,BTC/USD,1435,1560,1432,1533,33375127.11,22279.94
2017-05-02,BTC/USD,1533,1604.6,1473,1558.5,25884018.09,16659.38
2017-05-03,BTC/USD,1558.5,1627,1541.9,1619,26980775.65,17056.26
2017-05-04,BTC/USD,1619,1702,1519,1607.1,50799377.35,31378.22
2017-05-05,BTC/USD,1607.1,1665.9,1505,1545.1,51871512.19,32597.91
2017-05-06,BTC/USD,1545.1,1605.1,1540.1,1597,22074695.27,13997.28
2017-05-07,BTC/USD,1597,1632.5,1575.1,1619.9,22162927.54,13865.14
2017-05-08,BTC/USD,1619.9,1715,1618.9,1703.5,33262962.36,19871.59
2017-05-09,BTC/USD,1703.5,1815,1695.1,1760,54756178.46,31178.26
2017-05-10,BTC/USD,1760,1817.4,1722.3,1796.9,32949846.13,18588.64
2017-05-11,BTC/USD,1796.9,1908.1,1763.6,1853.9,45068615.33,24302.32
2017-05-12,BTC/USD,1853.9,1864.8,1700.2,1735,37990316.93,21271.8
2017-05-13,BTC/USD,1735,1825,1666,1819.5,28681202.38,16510.67
2017-05-14,BTC/USD,1819.5,1852.4,1775.2,1827.3,20586472.38,11318.56
2017-05-15,BTC/USD,1827.3,1830.4,1719,1772,27693607.32,15716.65
2017-05-16,BTC/USD,1772,1795.1,1728,1786.2,17346187.37,9817.99
2017-05-17,BTC/USD,1786.2,1894,1766.3,1870,29297180.18,15858.08
2017-05-18,BTC/USD,1870,1954.6,1861,1941.5,24536188.7,12882.35
2017-05-19,BTC/USD,1941.5,2000,1925,1966.5,45110082.63,22976.27
2017-05-20,BTC/USD,1966.5,2072.2,1962.9,2059.3,43456944.32,21664.61
2017-05-21,BTC/USD,2059.3,2099.1,2000.1,2026.6,35166623.04,17183.56
2017-05-22,BTC/USD,2026.6,2222.2,1978,2087.3,121940867.43,57087.49
2017-05-23,BTC/USD,2087.3,2264.2,2060,2249.6,49090411.42,22490.66
2017-05-24,BTC/USD,2249.6,2444.9,2246.1,2395.5,69164293.42,29488.9
2017-05-25,BTC/USD,2395.5,2690,2141.1,2268.1,134699209.58,55066.65
2017-05-26,BTC/USD,2268.1,2477,2007,2125.9,89238004.69,39589.38
2017-05-27,BTC/USD,2125.9,2210.8,1810,1980.2,92267027.05,46977.32
2017-05-28,BTC/USD,1980.2,2194.4,1950,2056.9,53060925.48,25725.32
2017-05-29,BTC/USD,2056.9,2249.8,1990,2207.4,35279361.31,16447.94
2017-05-30,BTC/USD,2207.4,2265,2080.1,2146.7,46720034.03,21397.71
2017-05-31,BTC/USD,2146.7,2241,2000,2191.83,45320695.64,21188.95
2017-06-01,BTC/USD,2191.83,2368.2,2187.3,2312,43379108.76,18938.92
2017-06-02,BTC/USD,2312,2408,2262.8,2405.9,29204914.55,12520.42
2017-06-03,BTC/USD,2405.9,2481.2,2347.6,2461,26001174.91,10732.24
2017-06-04,BTC/USD,2461,2498,2365,2488.2,28995793.57,11832.73
2017-06-05,BTC/USD,2488.2,2649.5,2480,2636.9,39246152.92,15369.56
2017-06-06,BTC/USD,2636.9,2899.7,2620,2844.6,118717043.02,42628.89
2017-06-07,BTC/USD,2844.6,2850,2600.1,2644,60330076.07,22050.98
2017-06-08,BTC/USD,2644,2789.5,2527,2781.5,45639701.26,16924.65
2017-06-09,BTC/USD,2781.5,2849.8,2763.9,2809,26702274.88,9494.04
2017-06-10,BTC/USD,2809,2890.5,2711.1,2806,45562093.73,16126.08
2017-06-11,BTC/USD,2806,3003,2793.4,2941.8,54954570.92,18980.55
2017-06-12,BTC/USD,2941.8,2962.2,2284.4,2569.6,126451791.74,48257.14
2017-06-13,BTC/USD,2569.6,2730,2528.1,2677.1,61324391.04,23124.31
2017-06-14,BTC/USD,2677.1,2722.42,2280,2394.3,86803512.1,34620.23
2017-06-15,BTC/USD,2394.3,2455,2046,2377.5,125760671.73,55738.49
2017-06-16,BTC/USD,2377.5,2487,2257.8,2437.5,53476135.5,22346.98
2017-06-17,BTC/USD,2437.5,2636.9,2368.1,2610.1,42015797.77,16601.01
2017-06-18,BTC/USD,2610.1,2640,2420,2491.4,50499863.25,19960.19
2017-06-19,BTC/USD,2491.4,2593.9,2480,2582,34819054.15,13698.93
2017-06-20,BTC/USD,2582,2780,2568.2,2715.3,54709113.3,20362.96
2017-06-21,BTC/USD,2715.3,2760,2572.3,2624.4,65430744.79,24496.32
2017-06-22,BTC/USD,2624.4,2709,2554.8,2672.8,40077838,15146.45
2017-06-23,BTC/USD,2672.8,2726,2652,2674.9,21864850.07,8126.1
2017-06-24,BTC/USD,2674.9,2700,2452.87,2502.6,43047591.02,16740.55
2017-06-25,BTC/USD,2502.6,2595,2368.3,2483.3,44957049.54,18107.65
2017-06-26,BTC/USD,2483.3,2510.4,2258.7,2393.6,85985427.82,36206.56
2017-06-27,BTC/USD,2393.6,2524,2207.8,2521.2,78678963.04,33419.14
2017-06-28,BTC/USD,2521.2,2566.8,2403.2,2518.2,54170917.75,21810.07
2017-06-29,BTC/USD,2518.2,2537.8,2424,2472.4,32230410.38,12942.98
2017-06-30,BTC/USD,2472.4,2511.1,2404,2420.6,25634710.44,10388.17
2017-07-01,BTC/USD,2420.6,2441,2291,2346.2,35604857.07,15052.06
2017-07-02,BTC/USD,2346.2,2476.3,2302,2445.1,28621662.22,12019.8
2017-07-03,BTC/USD,2445.1,2587.4,2416.2,2524,40442618.8,16084.42
2017-07-04,BTC/USD,2524,2628.6,2511,2579.9,40513200.27,15727.92
2017-07-05,BTC/USD,2579.9,2618.4,2477.9,2598.6,34467267.36,13512.94
2017-07-06,BTC/USD,2598.6,2607.1,2546,2593.2,25289999.3,9808.57
2017-07-07,BTC/USD,2593.2,2598.8,2447,2479.3,44219690.2,17667.53
2017-07-08,BTC/USD,2479.3,2542.6,2436.1,2542,24048730.84,9684.82
2017-07-09,BTC/USD,2542,2555.7,2470.8,2477.9,19575449.5,7769.32
2017-07-10,BTC/USD,2477.9,2499.9,2236.6,2318.3,66540407.9,28034.91
2017-07-11,BTC/USD,2318.3,2375,2182,2283.8,75687918.75,32962.41
2017-07-12,BTC/USD,2283.8,2397,2190,2375.6,50076595.45,21636.43
2017-07-13,BTC/USD,2375.6,2400,2293.1,2330.1,43028405.72,18394.72
2017-07-14,BTC/USD,2330.1,2345.6,2138,2206.5,61806442.77,27714.62
2017-07-15,BTC/USD,2206.5,2210.1,1975.1,1978.6,85778856.87,41683.1
2017-07-16,BTC/USD,1978.6,2051.1,1826.2,1925,101888956.04,52954.38
2017-07-17,BTC/USD,1925,2223.5,1923.2,2220,83697122.62,40398.35
2017-07-18,BTC/USD,2220,2380.2,2139,2302.8,100468765.49,44067.62
2017-07-19,BTC/USD,2302.8,2400,2213.9,2253.4,82150377.33,35608.13
2017-07-20,BTC/USD,2253.4,2900,2253.3,2865.1,213457419.38,82107.13
2017-07-21,BTC/USD,2865.1,2890,2615,2659,156315657.98,57314.78
2017-07-22,BTC/USD,2659,2917,2642.8,2844.7,98772876.43,35105.01
2017-07-23,BTC/USD,2844.7,2877.5,2655,2750.1,97155480.48,35037.02
2017-07-24,BTC/USD,2750.1,2812,2707.1,2769.7,56921323.09,20635.15
2017-07-25,BTC/USD,2769.7,2790.1,2417,2560.9,144826119.23,55948.01
2017-07-26,BTC/USD,2560.9,2612,2404,2527.74,84863270.68,34095.72
2017-07-27,BTC/USD,2527.74,2682.2,2511,2664.6,80977858.97,31295.23
2017-07-28,BTC/USD,2664.6,2820,2655.5,2784.8,110994811.62,40461.76
2017-07-29,BTC/USD,2784.8,2794.2,2662,2713.1,65291917.49,24013.92
2017-07-30,BTC/USD,2713.1,2760,2582.9,2748.2,93675995.23,34870.2
2017-07-31,BTC/USD,2748.2,2883.5,2694.4,2854.3,76572323.07,27534.91
2017-08-01,BTC/USD,2854.3,2902.2,2604,2731.3,116073025.92,42218.7
2017-08-02,BTC/USD,2731.3,2758,2610,2702,64102816.45,23688.29
2017-08-03,BTC/USD,2702,2820,2698,2790.3,46230051.29,16773.53
2017-08-04,BTC/USD,2790.3,2876,2762.1,2860,53557929.46,18909.44
2017-08-05,BTC/USD,2860,3339.5,2853.3,3252.3,159197332.19,50437.82
2017-08-06,BTC/USD,3252.3,3315.5,3155.8,3232.1,54834443.94,16918.06
2017-08-07,BTC/USD,3232.1,3440,3190,3396,81595403.28,24469.93
2017-08-08,BTC/USD,3396,3483.8,3340,3415,108062486.54,31626.45
2017-08-09,BTC/USD,3415,3430,3235.1,3340.4,87253346.06,26188.17
2017-08-10,BTC/USD,3340.4,3447,3310,3405,64821114.81,19082
2017-08-11,BTC/USD,3405,3695,3380,3643.4,92908031.82,26343.39
2017-08-12,BTC/USD,3643.4,3970.1,3589.5,3866.2,142522025.06,37553.4
2017-08-13,BTC/USD,3866.2,4190,3834.2,4061.6,192980115.06,48048.6
2017-08-14,BTC/USD,4061.6,4330.3,3951,4320.8,143343011.39,34116.39
2017-08-15,BTC/USD,4320.8,4430,3832.5,4151.8,261426829.25,63444.96
2017-08-16,BTC/USD,4151.8,4405,3925.1,4386.4,147222534.81,35188.23
2017-08-17,BTC/USD,4386.4,4492.3,4152,4263,171033363.79,39444.82
2017-08-18,BTC/USD,4263,4360,3954,4090.1,194422803.04,46661.51
2017-08-19,BTC/USD,4090.1,4187,3907,4145,168791497.58,41634.3
2017-08-20,BTC/USD,4145,4199.9,3975.1,4063.1,102788820.52,25039.02
2017-08-21,BTC/USD,4063.1,4094.7,3951,3998.2,106529064.78,26490.64
2017-08-22,BTC/USD,3998.2,4141.9,3599,4081.9,239111044.26,61608.87
2017-08-23,BTC/USD,4081.9,4255.2,4045,4130.2,113729659.02,27409.42
2017-08-24,BTC/USD,4130.2,4381,4089.9,4322.1,92780188.66,21971.13
2017-08-25,BTC/USD,4322.1,4464.2,4250,4351.5,117499766.84,26981.2
2017-08-26,BTC/USD,4351.5,4364,4240.7,4340.4,63447147.77,14750.64
2017-08-27,BTC/USD,4340.4,4406.7,4304.4,4332.8,48351459.92,11125.02
2017-08-28,BTC/USD,4332.8,4395.5,4175,4385.1,90446789.75,21069.52
2017-08-29,BTC/USD,4385.1,4648.8,4325.1,4587.1,146911652.42,32510.39
2017-08-30,BTC/USD,4587.1,4643,4481,4568,77658541.41,17011.68
2017-08-31,BTC/USD,4568,4749.9,4566.9,4718.3,86014991.15,18402.94
2017-09-01,BTC/USD,4718.3,4936.9,4660,4907.7,137849604.85,28714.49
2017-09-02,BTC/USD,4907.7,4970,4400.1,4532.3,252919826.45,54682.27
2017-09-03,BTC/USD,4532.3,4699.9,4331,4598.5,151880017.94,33471.46
2017-09-04,BTC/USD,4598.5,4611.6,4052,4205,251482158.52,58820.61
2017-09-05,BTC/USD,4205,4471,3900.1,4375,240734995.2,57575.02
2017-09-06,BTC/USD,4375,4633.7,4352.4,4595.8,175337047.95,38900.74
2017-09-07,BTC/USD,4595.8,4675,4455.1,4613.7,105604886.08,23064.83
2017-09-08,BTC/USD,4613.7,4694.9,4105,4304,264666232.97,60776.46
2017-09-09,BTC/USD,4304,4395.2,4151,4315.9,132858349.3,31057.52
2017-09-10,BTC/USD,4315.9,4330,3974.1,4233.9,190068638.21,45789.44
2017-09-11,BTC/USD,4233.9,4383.2,4123,4198.7,130098011.73,30829.18
2017-09-12,BTC/USD,4198.7,4379,4050,4149.4,168920985.94,39964.59
2017-09-13,BTC/USD,4149.4,4160,3731.7,3849.7,278238795.36,71344.38
2017-09-14,BTC/USD,3849.7,3917.2,3204.7,3235.3,447166955.12,127026.4
2017-09-15,BTC/USD,3235.3,3809,2980.4,3697.1,611559126.6,182179.52
2017-09-16,BTC/USD,3697.1,3875,3511.1,3681.5,259354596.47,70579.93
2017-09-17,BTC/USD,3681.5,3782,3465.1,3666.6,134233463.73,36906.84
2017-09-18,BTC/USD,3666.6,4119,3666.6,4084.4,232624406.78,58786.92
2017-09-19,BTC/USD,4084.4,4114,3836.2,3892.2,187939217.71,47527.09
2017-09-20,BTC/USD,3892.2,4049,3829,3872.4,130698538.9,33156.52
2017-09-21,BTC/USD,3872.4,3905,3560,3596.7,211953807.57,56793.68
2017-09-22,BTC/USD,3596.7,3748,3490,3602.3,176788199.55,49096.86
2017-09-23,BTC/USD,3602.3,3808.7,3555,3779.6,95128057.81,25555.46
2017-09-24,BTC/USD,3779.6,3783,3615.5,3654.7,76911991.28,20858.78
2017-09-25,BTC/USD,3654.7,3977,3653.7,3930.1,153326746.77,39811.12
2017-09-26,BTC/USD,3930.1,3985,3838,3881.5,83465263.89,21296.75
2017-09-27,BTC/USD,3881.5,4229.5,3876.7,4209.7,198158125.22,48472.47
2017-09-28,BTC/USD,4209.7,4269,4120,4190,153044819,36491.09
2017-09-29,BTC/USD,4190,4245,4024.4,4168,160452009.94,38793.17
2017-09-30,BTC/USD,4168,4397,4160,4367.1,135404767.54,31384.7
2017-10-01,BTC/USD,4367.1,4424,4248.6,4404.3,126495551.72,29163.88
2017-10-02,BTC/USD,4404.3,4482,4359,4400.2,128103689.46,28996.2
2017-10-03,BTC/USD,4400.2,4439.9,4210.1,4310.6,122476333.51,28439.63
2017-10-04,BTC/USD,4310.6,4359.2,4174.3,4215.9,111682076.74,26321.46
2017-10-05,BTC/USD,4215.9,4372.3,4133,4312,107758054.88,25278.71
2017-10-06,BTC/USD,4312,4425.8,4282.2,4370,112879614.45,25845.74
2017-10-07,BTC/USD,4370,4505,4309,4435.6,70363273.63,16034.2
2017-10-08,BTC/USD,4435.6,4632.4,4416.3,4611.9,134700012.65,29773.12
2017-10-09,BTC/USD,4611.9,4879.8,4551,4782.3,229692776.75,48768.43
2017-10-10,BTC/USD,4782.3,4940,4716.4,4777.7,205355472.26,42477.15
2017-10-11,BTC/USD,4777.7,4881.4,4715,4824.9,138129000.15,28782.43
2017-10-12,BTC/USD,4824.9,5445,4815,5440,411206648.85,79292.14
2017-10-13,BTC/USD,5440,5871.9,5369.4,5636.8,531828697.53,94223.71
2017-10-14,BTC/USD,5636.8,5857.4,5564.3,5833.5,207435103.13,36377.25
2017-10-15,BTC/USD,5833.5,5877,5450,5713.9,296504414.44,52859.17
2017-10-16,BTC/USD,5713.9,5810,5570,5764.8,177508930.15,31194.31
2017-10-17,BTC/USD,5764.8,5779,5511,5597.1,170112124.4,30327
2017-10-18,BTC/USD,5597.1,5597.9,5114,5567,352356069.8,65717.86
2017-10-19,BTC/USD,5567,5744,5505.5,5694.2,213159494.34,37716.39
2017-10-20,BTC/USD,5694.2,6088.4,5603.3,5983.8,330632308.77,56063.28
2017-10-21,BTC/USD,5983.8,6199.9,5862.8,6005.1,308193542.01,50812.53
2017-10-22,BTC/USD,6005.1,6075,5705,5981.3,296869418.51,50407.03
2017-10-23,BTC/USD,5981.3,6055,5621,5907.3,382950746.12,65593.99
2017-10-24,BTC/USD,5907.3,5907.3,5457.4,5510,355086171.88,62893.1
2017-10-25,BTC/USD,5510,5746.9,5365.3,5724.1,241923094.98,43731.39
2017-10-26,BTC/USD,5724.1,5966.6,5667.5,5890,249036974.62,42648.46
2017-10-27,BTC/USD,5890,6020,5681,5759.7,223782636.22,38440.04
2017-10-28,BTC/USD,5759.7,5864,5632,5720.3,151992142.68,26532.61
2017-10-29,BTC/USD,5720.3,6345,5660,6150,336176404.28,56000.1
2017-10-30,BTC/USD,6150,6239,6006.2,6130,202990210.12,33132.66
2017-10-31,BTC/USD,6130,6481.5,6082.5,6455.1,236654069.87,37533.21
2017-11-01,BTC/USD,6455.1,6739.9,6344.5,6739.6,367766124.1,56443.24
2017-11-02,BTC/USD,6739.6,7350,6715.3,7018.8,643140585.86,92469.55
2017-11-03,BTC/USD,7018.8,7448,6917,7132,439712869.67,60799.52
2017-11-04,BTC/USD,7132,7530,6930.1,7369.9,344455349.74,47552.49
2017-11-05,BTC/USD,7369.9,7598,7272,7366.7,334205673.62,44845.23
2017-11-06,BTC/USD,7366.7,7440,6911,6956.5,440157158.22,61198
2017-11-07,BTC/USD,6956.5,7220,6948,7102,265158849.67,37472.87
2017-11-08,BTC/USD,7102,7899.9,6977.4,7446.1,627911135.05,84596.58
2017-11-09,BTC/USD,7446.1,7450,7000,7126.4,353618625.28,49013.35
2017-11-10,BTC/USD,7126.4,7324,6405,6541.2,503575974.01,73657.3
2017-11-11,BTC/USD,6541.2,6788.6,6163.2,6312.6,152304447.5,23518.19
2017-11-12,BTC/USD,6312.6,6466.7,5400.2,5830.9,251120750.48,41573.91
2017-11-13,BTC/USD,5830.9,6682,5790,6466.7,187375152.76,29759.01
2017-11-14,BTC/USD,6466.7,6689.5,6301,6590,145904459.04,22364.23
2017-11-15,BTC/USD,6590,7305.1,6589.9,7265.84,200824602.33,28693.56
2017-11-16,BTC/USD,7265.84,8012.6,7091,7865.2,195204226.62,26042.34
2017-11-17,BTC/USD,7865.2,8034,7512,7677.9,192379648.06,24571.95
2017-11-18,BTC/USD,7675.9,7867.8,7413.3,7773.3,145813938.54,18998.25
2017-11-19,BTC/USD,7773.3,8122.5,7662.2,8050,127937215.84,16255.03
2017-11-20,BTC/USD,8050,8315,7925,8248.8,150639022.34,18495.6
2017-11-21,BTC/USD,8248.8,8380,7755.6,8096.9,179242289.33,21979.18
2017-11-22,BTC/USD,8096.9,8310,8073.4,8230.2,132052542.22,16123.84
2017-11-23,BTC/USD,8230.2,8268,7992.6,7999.9,141182053.58,17290.55
2017-11-24,BTC/USD,7999.9,8351,7880.6,8195.2,141498185.93,17340.71
2017-11-25,BTC/USD,8195.2,8770,8131.6,8753.4,167899762.33,19772.95
2017-11-26,BTC/USD,8753.4,8759.2,8753,8758.8,26962.27,3.079
2017-11-27,BTC/USD,8758.8,9767.2,8758.8,9723.6,198661459.93,20689.38
2017-11-28,BTC/USD,9723.6,9970.2,9592.5,9880,167029891.6,16979.74
2017-11-29,BTC/USD,9880,11435,9010.9,9727,260988014.99,25137.36
2017-11-30,BTC/USD,9727,10542,8901,9912.6,261197407.77,26687.82
2017-12-01,BTC/USD,9912.6,10950,9375,10860,235039838.47,23092.12
2017-12-02,BTC/USD,10860,11187,10627,10877,200402326.39,18336.84
2017-12-03,BTC/USD,10877,11848,10300,11162,181615051.57,16144.5
2017-12-04,BTC/USD,11162,11599,10890,11599,219384848.46,19388.68
2017-12-05,BTC/USD,11599,11932,11405,11592,299090807.4,25638
2017-12-06,BTC/USD,11592,13597,11590,13510,698009291.68,55514.35
2017-12-07,BTC/USD,13510,16649,13139,16600,1188180149.51,81050.27
