,btc,#BTC,ethereum,eth,bitcoin
2012-01-01,0.37288223067552895,0.34263486758893164,,0.3816171004657285,0.29550240015425205
2012-01-02,0.37949299338119213,0.32813991532823394,,0.31064868166986315,0.2503114853828968
2012-01-03,0.3903268113200231,0.39477898454745053,,0.32245720844299036,0.3258234223017188
2012-01-04,0.3933058790559784,0.32956954684504797,,0.3109413462114859,0.3451532739798849
2012-01-05,0.3829920606586071,0.24657541645854525,,0.3395782526165669,0.3048141852909518
2012-01-06,0.3847101820575321,0.35602616181514724,,0.3496342452538787,0.3193977889924513
2012-01-07,0.37130425916050164,0.35247372583257724,,0.3142703260942339,0.27276011604270944
2012-01-08,0.370436341637543,0.37911391821958323,,0.34724736261700345,0.26911914207335086
2012-01-09,0.40186242425039326,0.2526968501078624,,0.37104905015428125,0.30471540670704444
2012-01-10,0.40189542908461146,0.3319252561059879,,0.3604762850131501,0.3548798183124404
2012-01-11,0.4400087634945165,0.377701533255912,,0.33618621526021275,0.36181111935346993
2012-01-12,0.43182999799295474,0.41545159042505897,,0.31907130622005025,0.3223362068480239
2012-01-13,0.44265610606726036,0.31273542888861,,0.3157025115355623,0.33872501373244934
2012-01-14,0.4272180139830331,0.38102474843606954,,0.3181248667274992,0.3571615606869009
2012-01-15,0.41827712451136695,0.3523537115859565,,0.39877376405202414,0.38114602340461406
2012-01-16,0.432380098408847,0.4019991570122959,,0.302673914668933,0.3118797008510661
2012-01-17,0.4345158886678176,0.2912540314666263,,0.3622963732486895,0.33624664164759704
2012-01-18,0.44654283515973725,0.3005695715572506,,0.35845439135328255,0.3336317293829354
2012-01-19,0.3990609610571471,0.41124803345297517,,0.3142342488086614,0.3733939237182322
2012-01-20,0.38818211733075086,0.3979243169035957,,0.34197287717191127,0.271406223999852
2012-01-21,0.39036641639663905,0.4078526026085226,,0.3471550091938316,0.27640695302361984
2012-01-22,0.3897433076437795,0.42234755774381333,,0.3551293480236556,0.3126234956783608
2012-01-23,0.38845096457275535,0.3422288609493166,,0.3462910876045618,0.2943573106715998
2012-01-24,0.4000999995631157,0.3648742196913921,,0.3539421023810697,0.2819899053493184
2012-01-25,0.3964567444016471,0.4319025737163367,,0.3287430260869303,0.254452119862395
2012-01-26,0.39060204293500295,0.29965132728667165,,0.2952502154862038,0.2678827044559319
2012-01-27,0.38822968457683343,0.41742203227113245,,0.3509504119111125,0.2700890327400273
2012-01-28,0.37738609025057507,0.40526964879400756,,0.3156769252043677,0.27672152143198825
2012-01-29,0.3854185001204604,0.4025801341378373,,0.33463206617805197,0.28139297846888767
2012-01-30,0.39410367618884556,0.34477517578651795,,0.33935499611702397,0.28345004825202036
2012-01-31,0.43854024989750845,0.3854131581962693,,0.3308915101874083,0.2757983202098272
