,btc,#BTC,ethereum,eth,bitcoin
2012-01-01,0.11078451576576577,0.17205833333333334,,0.38970329670329673,0.23827236842105262
2012-01-02,0.05936389597144314,0.29362727272727274,,0.20960446428571428,0.10779411764705882
2012-01-03,0.08381143099068586,0.3086083333333333,,0.31149649122807016,0.21641037735849056
2012-01-04,0.08057746655518394,0.21575652173913043,,0.2520963963963964,0.20328666666666667
2012-01-05,0.09552116165718927,0.02476428571428572,,0.3652725352112676,0.29590747663551403
2012-01-06,0.14164869713797523,0.1796611111111111,,0.1798172932330827,0.2176971631205674
2012-01-07,0.13590654117647058,0.21489999999999998,,0.2791972972972973,0.23178058252427183
2012-01-08,0.08891692139737992,0.19346153846153846,,0.31090388349514564,0.32621285714285714
2012-01-09,0.11922288043478262,0.30289,,0.2547369565217391,0.3439796178343949
2012-01-10,0.07657252346193952,0.376525,,0.23925564516129033,0.3647401639344262
2012-01-11,0.12015319881889763,0.18874814814814814,,0.146876,0.2877606707317073
2012-01-12,0.11645863708399366,0.22498823529411766,,0.18168074074074075,0.25378603773584907
2012-01-13,0.09752871083718541,0.5432454545454546,,0.2965233333333333,0.27015415019762845
2012-01-14,0.10845167946257198,0.4657551724137931,,0.22918596491228072,0.3365589353612167
2012-01-15,0.12875440818314662,0.4160413793103448,,0.15224460431654677,0.44161484593837536
2012-01-16,0.08859642226148409,0.17294285714285712,,0.16807403846153846,0.42940679611650484
2012-01-17,0.057142163355408386,0.3448555555555555,,0.14256888888888888,0.45403464163822527
2012-01-18,0.1452617924528302,0.12322307692307692,,0.20656518518518519,0.3279792270531401
2012-01-19,0.12918683966635774,0.3392352941176471,,0.29289609375000003,0.2730861386138614
2012-01-20,0.11568654580152672,0.06424761904761905,,0.21380209790209792,0.305
2012-01-21,0.10422978723404255,0.18689090909090908,-0.765,0.27349076923076926,0.3594012195121951
2012-01-22,0.12214215425531914,0.4139909090909091,,0.1645591304347826,0.26349430894308945
2012-01-23,0.07987058035714285,0.08501666666666666,,0.24890647482014389,0.37017622950819673
2012-01-24,0.1003821102592187,0.09388823529411766,0.4404,0.16943417721518989,0.2019934523809524
2012-01-25,0.09830683151718357,0.16836111111111113,,0.22766846153846154,0.2821416149068323
2012-01-26,0.1120766696349065,0.34435,,0.20163584905660378,0.303351376146789
2012-01-27,0.1206308798646362,0.1490642857142857,,0.1905556886227545,0.2919162162162162
2012-01-28,0.11228343088698785,-0.050246666666666655,,0.25228,0.29603508771929826
2012-01-29,0.07687023809523809,0.2944727272727273,,0.3001094827586207,0.3161706349206349
2012-01-30,0.1062226872246696,0.21887222222222222,,0.2624008695652174,0.2285658064516129
2012-01-31,0.0841469011725293,0.18496363636363639,,0.2686008196721311,0.22298396946564886
2012-02-01,0.07760325283390833,0.19445263157894738,,0.16731102362204725,0.27363736842105263
2012-02-02,0.06949833251593919,0.15373333333333333,,0.20324672131147542,0.3503988304093567
2012-02-03,0.06727138246369016,0.40152142857142853,,0.25781869918699185,0.29938967741935485
2012-02-04,0.0889075,0.18236,,0.3831483050847458,0.3056343065693431
2012-02-05,0.12444804381846636,0.43035625,,0.2456782608695652,0.17952269503546098
2012-02-06,0.11991609589041097,0.32705625,,0.14237238095238094,0.2026853448275862
2012-02-07,0.07482372962607862,0.323975,,0.26522962962962965,0.40523879781420763
2012-02-08,0.08619718934911243,0.25474615384615384,,0.2045179640718563,0.2820008333333333
2012-02-09,0.08248261758691207,0.12236111111111111,,0.2913532051282051,0.15865680000000001
2012-02-10,0.10350516732283464,0.2374,,0.28219271523178807,0.1567378640776699
2012-02-11,0.11665708737864078,0.11285,,0.18127354838709678,0.1541691489361702
2012-02-12,0.15737511637748625,0.2733,,0.2673595505617978,0.15296434782608695
2012-02-13,0.10002241789623989,0.20406875,0.34,0.2308609756097561,0.09956374999999999
2012-02-14,0.12920676229508196,0.2193257142857143,,0.27316794871794875,0.180451012145749
2012-02-15,0.09195498547918683,0.20968333333333333,,0.2310606936416185,-0.16044860050890586
2012-02-16,0.06499693283976732,0.24863684210526316,,0.2683488372093023,0.03317871287128713
2012-02-17,0.0862921146953405,0.3029909090909091,,0.31081875,-0.013512138728323693
2012-02-18,0.10263346132748218,0.08103,,0.2155113475177305,0.0639758389261745
2012-02-19,0.0848241718426501,0.4101190476190476,,0.241556783919598,0.1315241935483871
2012-02-20,0.08672783414203794,-0.07109090909090908,,0.24938509316770185,0.08183669724770642
2012-02-21,0.041156329966329966,0.0986,,0.24083649635036497,0.06766171875
2012-02-22,0.05775878810688747,0.3159,,0.19321833333333333,0.2452796178343949
2012-02-23,0.06057258130918073,0.3728941176470588,,0.25244671532846713,0.18886629213483147
2012-02-24,0.05931530324400564,0.20168333333333335,,0.2405431654676259,0.1148364406779661
2012-02-25,0.05751485458612975,0.1705090909090909,,0.24436470588235296,0.13207920792079209
2012-02-26,0.0896619602134886,0.09931999999999999,,0.24012608695652174,0.19823703703703704
2012-02-27,0.07089758739537173,0.18443333333333334,,0.26865823529411764,0.24726573426573425
2012-02-28,0.04805797455968689,0.10460588235294117,,0.3004867088607595,0.1899626168224299
2012-02-29,0.06341578395385422,0.23507,-0.3566,0.30058136645962735,0.3471240506329114
2012-03-01,0.06282678405931418,-0.004595238095238095,,0.3395212121212121,0.22496795580110496
2012-03-02,0.05625271009448036,0.19257749999999998,,0.23246436170212767,0.0968590799031477
2012-03-03,0.090535449262405,0.092,,0.26898819444444444,-0.2446316384180791
2012-03-04,0.07954482926829268,0.4026,,0.24753835616438358,0.1711767441860465
2012-03-05,0.10795286080273271,0.27497,,0.28383051948051946,0.1292434523809524
2012-03-06,0.06468868330464717,0.3715772727272727,,0.267665625,0.2308187165775401
2012-03-07,0.07487166525063721,0.35162727272727273,,0.19417310344827587,-0.16319504132231405
2012-03-08,0.0710786556089044,0.2646541666666667,,0.27112484848484847,-0.14053347280334727
2012-03-09,0.08294782196969697,0.293852380952381,,0.20230263157894737,0.17707608695652174
2012-03-10,0.05252607407407407,0.3406666666666667,,0.22693828124999998,0.285114
2012-03-11,0.0698222724987431,0.03895555555555555,,0.23502802547770701,0.24123577981651376
2012-03-12,0.06274925650557621,0.20285333333333333,,0.267684388185654,0.27478372093023257
2012-03-13,0.06800038498556304,0.3270578947368421,,-0.06575769230769232,0.21650569105691056
2012-03-14,0.06819111470113086,0.2937230769230769,,0.31217832167832166,0.119825
2012-03-15,0.07992470703125,0.05610625000000001,,0.2376554945054945,0.20694607843137255
2012-03-16,0.06348107202680067,0.12627777777777777,,0.24606125,0.2105472
2012-03-17,0.07941573163678427,0.1154,,0.2848169934640523,0.004543786982248525
2012-03-18,0.09252968236582694,0.18478181818181819,,0.2614127450980392,0.030290816326530613
2012-03-19,0.06974063126252505,0.2990103448275862,,0.2842018987341772,0.2714689230769231
2012-03-20,0.06636976630963973,0.2507841121495327,,0.2519013698630137,0.27495485829959515
2012-03-21,0.0609333507034914,0.31853797468354433,,0.22807828947368422,0.27289138321995465
2012-03-22,0.07365905552672548,0.24814492753623188,,0.25978636363636365,0.2861205696202532
2012-03-23,0.08294179181771102,0.2848875,,0.255780303030303,0.2818614785992218
2012-03-24,0.10841242603550295,0.32589,,0.3807952380952381,0.257040625
2012-03-25,0.12222793136320305,0.29330943396226417,-0.5106,0.163135761589404,0.22981496350364963
2012-03-26,0.09904341968911917,0.3320622641509434,,0.26576692307692307,0.27105256916996046
2012-03-27,0.052391779542269964,0.3695118644067797,,0.26563986928104577,0.26773529411764707
2012-03-28,0.06959069042316259,0.37304691358024694,,0.2762623287671233,-0.048025219941348965
2012-03-29,0.08460011769321303,0.32504035087719296,,0.27474383561643834,0.13931065573770493
2012-03-30,0.0806995638901003,0.25963454545454545,,0.2601520325203252,0.23673859649122808
2012-03-31,0.08809059384482011,0.29444358974358975,,0.3135018987341772,0.22731125
2012-04-01,0.0907756038647343,0.33887906976744187,,0.28790342465753427,0.289854
2012-04-02,0.0499123676612127,0.23877407407407408,,0.3163413043478261,0.08535705882352941
2012-04-03,0.06517448757086786,0.4410636363636364,,0.3354388489208633,0.25269074889867843
2012-04-04,0.08135260534662438,0.2910578947368421,,0.22121897810218977,0.2658521472392638
2012-04-05,0.08194654798089449,0.23103947368421054,,0.28809107142857143,0.19802713178294573
2012-04-06,0.0921185048454084,0.2342918367346939,,0.3021559523809524,0.20933040935672514
2012-04-07,0.09115880189174987,0.29076046511627907,,0.38452482269503546,0.2529635359116022
2012-04-08,0.13377563829787234,0.27042727272727274,,0.26112562500000003,0.19466363636363637
2012-04-09,0.07473416626621816,0.2837866666666667,,0.2661381679389313,0.22621408450704225
